当前进程：0 当前进程的机器:cn10173 测试数据集:/WORK/shu_gzwang_1/dataset/rcv1/test
当前进程：9, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data008, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：25, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data024, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：33, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data032, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：57, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data056, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：41, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data040, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：17, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data016, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：49, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data048, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：4, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data003, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：2, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data001, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：43, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data042, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：61, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data060, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：6, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data005, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：42, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data041, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：59, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data058, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：8, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data007, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：44, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data043, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：58, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data057, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：3, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data002, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：11, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data010, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：27, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data026, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：45, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data044, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：34, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data033, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：62, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data061, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：5, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data004, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：10, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data009, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：26, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data025, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：47, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data046, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：37, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data036, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：63, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data062, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：7, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data006, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：12, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data011, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：28, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data027, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：46, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data045, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：35, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data034, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：60, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data059, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：1, 当前进程的机器: cn10173, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data000, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：13, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data012, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：29, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data028, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：48, 当前进程的机器: cn12753, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data047, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：38, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data037, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：64, 当前进程的机器: cn12755, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data063, 数据集样本数量: 9525, 数据集特征数量: 47236
进程总数:65
当前进程：15, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data014, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：31, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data030, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：39, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data038, 数据集样本数量: 9525, 数据集特征数量: 47236
worker的id:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 
线程数:1
partial_barrier:16
bounded_delay:4
rho=1.000000
C=1.000000
当前进程：14, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data013, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：30, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data029, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：36, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data035, 数据集样本数量: 9525, 数据集特征数量: 47236
abs_tol=0.001000
rel_tol=0.001000
admm_iter=200
当前进程：16, 当前进程的机器: cn10174, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data015, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：32, 当前进程的机器: cn10176, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data031, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：40, 当前进程的机器: cn10177, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data039, 数据集样本数量: 9525, 数据集特征数量: 47236
bdcd

 #    pri_res    esp_pri   dual_res   esp_dual  objective   accuracy         time  comm_time_m   cal_time_m
当前进程：51, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data050, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：50, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data049, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：52, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data051, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：53, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data052, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：55, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data054, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：54, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data053, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：56, 当前进程的机器: cn12754, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data055, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：21, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data020, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：19, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data018, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：23, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data022, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：18, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data017, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：22, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data021, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：20, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data019, 数据集样本数量: 9525, 数据集特征数量: 47236
当前进程：24, 当前进程的机器: cn10175, 训练数据集: /WORK/shu_gzwang_1/dataset/rcv1/64/data023, 数据集样本数量: 9525, 数据集特征数量: 47236
0    0.0000     0.2280    10.6503     0.2173     0.3229     0.9690       0.2332       0.2122       0.0000
1    0.0000     0.2407    12.8519     0.2173     0.1269     0.9691       0.3979       0.2122       0.1618
2    5.4194     0.2414     0.7504     0.2228     0.1241     0.9694       0.5638       0.2122       0.3235
3   16.7312     0.2472     6.0494     0.2341     0.1079     0.9709       0.7290       0.2123       0.4872
4   18.8534     0.2498     2.9453     0.2375     0.1030     0.9714       0.9096       0.2265       0.6489
5   18.5798     0.2560     7.1533     0.2454     0.0946     0.9734       1.0734       0.2266       0.8122
6   16.4257     0.2573     1.6725     0.2473     0.0932     0.9737       1.2370       0.2266       0.9736
7   15.7541     0.2583     1.6383     0.2487     0.0919     0.9742       1.4008       0.2266       1.1367
8   15.0965     0.2596     1.7253     0.2501     0.0908     0.9747       1.5661       0.2266       1.2981
9   10.1411     0.2634     4.9348     0.2537     0.0882     0.9757       1.7302       0.2267       1.4615
10    9.8209     0.2638     0.7712     0.2545     0.0878     0.9758       1.8939       0.2267       1.6230
11    9.5568     0.2645     1.2856     0.2552     0.0873     0.9759       2.0581       0.2267       1.7864
12    9.1299     0.2652     1.0966     0.2559     0.0869     0.9760       2.2234       0.2267       1.9479
13    6.6618     0.2680     3.8633     0.2581     0.0857     0.9763       2.3876       0.2268       2.1113
14    6.5065     0.2682     0.5460     0.2586     0.0855     0.9764       2.5510       0.2268       2.2729
15    6.3236     0.2689     1.0227     0.2589     0.0852     0.9765       2.7149       0.2268       2.4353
16    6.1971     0.2695     0.9212     0.2593     0.0850     0.9766       2.8830       0.2295       2.5975
17    4.6185     0.2715     3.0964     0.2608     0.0843     0.9767       3.0469       0.2295       2.7599
18    4.5248     0.2718     0.4207     0.2610     0.0842     0.9769       3.2106       0.2295       2.9221
19    4.4075     0.2723     0.7869     0.2611     0.0841     0.9769       3.3742       0.2296       3.0844
20    4.3002     0.2728     0.8785     0.2613     0.0840     0.9769       3.5396       0.2296       3.2466
21    3.4783     0.2744     2.3858     0.2623     0.0836     0.9770       3.7034       0.2296       3.4090
22    3.3829     0.2747     0.4717     0.2624     0.0835     0.9771       3.8671       0.2296       3.5712
23    3.2812     0.2751     0.6519     0.2625     0.0834     0.9772       4.0305       0.2297       3.7336
24    3.1711     0.2756     0.7631     0.2626     0.0833     0.9772       4.1956       0.2297       3.8950
25    2.6379     0.2769     2.0494     0.2633     0.0831     0.9772       4.3599       0.2297       4.0585
26    2.6243     0.2772     0.4333     0.2634     0.0830     0.9773       4.5233       0.2297       4.2201
27    2.5405     0.2776     0.6210     0.2635     0.0830     0.9774       4.6873       0.2298       4.3825
28    2.4814     0.2780     0.6460     0.2635     0.0829     0.9774       4.8526       0.2298       4.5449
29    2.2431     0.2790     1.6344     0.2639     0.0827     0.9774       5.0163       0.2298       4.7072
30    2.1510     0.2794     0.5916     0.2640     0.0827     0.9774       5.1803       0.2298       4.8695
31    2.0321     0.2798     0.5492     0.2641     0.0826     0.9774       5.3440       0.2299       5.0318
32    1.9763     0.2801     0.5192     0.2641     0.0826     0.9774       5.5094       0.2299       5.1943
33    1.7976     0.2812     1.6884     0.2644     0.0825     0.9775       5.6732       0.2299       5.3567
34    1.7781     0.2815     0.3558     0.2645     0.0824     0.9774       5.8372       0.2299       5.5190
35    1.7261     0.2818     0.5319     0.2645     0.0824     0.9775       6.0012       0.2300       5.6815
36    1.6711     0.2821     0.4982     0.2645     0.0824     0.9775       6.1872       0.2504       5.8440
37    1.5528     0.2832     1.6283     0.2647     0.0823     0.9775       6.3508       0.2504       6.0067
38    1.5396     0.2834     0.2459     0.2647     0.0823     0.9775       6.5143       0.2504       6.1682
39    1.5128     0.2836     0.3719     0.2647     0.0823     0.9776       6.6789       0.2505       6.3318
40    1.4878     0.2839     0.4671     0.2647     0.0822     0.9776       6.8433       0.2505       6.4936
41    1.5027     0.2848     1.3140     0.2649     0.0822     0.9775       7.0069       0.2505       6.6551
42    1.4959     0.2850     0.2733     0.2649     0.0822     0.9775       7.1714       0.2505       6.8190
43    1.4393     0.2853     0.4635     0.2649     0.0821     0.9775       7.3342       0.2506       6.9805
44    1.3879     0.2856     0.4865     0.2649     0.0821     0.9774       7.4995       0.2506       7.1419
45    1.2711     0.2864     1.1795     0.2650     0.0821     0.9774       7.6634       0.2506       7.3051
46    1.2292     0.2866     0.3089     0.2650     0.0821     0.9774       7.8271       0.2506       7.4667
47    1.1600     0.2868     0.4067     0.2650     0.0821     0.9774       7.9914       0.2507       7.6300
48    1.1292     0.2871     0.4105     0.2650     0.0821     0.9774       8.1561       0.2507       7.7915
49    1.0752     0.2878     1.0635     0.2651     0.0820     0.9774       8.3198       0.2507       7.9538
50    1.0674     0.2880     0.3387     0.2651     0.0820     0.9774       8.4836       0.2507       8.1161
51    1.0097     0.2883     0.3570     0.2651     0.0820     0.9774       8.6478       0.2508       8.2785
52    0.9771     0.2885     0.4290     0.2651     0.0820     0.9775       8.8129       0.2508       8.4408
53    0.9849     0.2892     0.9498     0.2651     0.0820     0.9776       8.9765       0.2508       8.6034
54    0.9975     0.2894     0.2896     0.2651     0.0820     0.9776       9.1399       0.2508       8.7650
55    0.9515     0.2896     0.3220     0.2651     0.0820     0.9776       9.3039       0.2509       8.9273
56    0.9355     0.2899     0.4037     0.2651     0.0820     0.9776       9.4688       0.2509       9.0899
57    0.9319     0.2905     0.8965     0.2651     0.0820     0.9776       9.6323       0.2509       9.2515
58    0.9022     0.2906     0.2797     0.2651     0.0819     0.9777       9.7962       0.2509       9.4138
59    0.8556     0.2908     0.2823     0.2651     0.0819     0.9777       9.9600       0.2509       9.5764
60    0.8055     0.2911     0.4455     0.2651     0.0819     0.9776      10.1339       0.2510       9.7380
61    0.7928     0.2916     0.7684     0.2651     0.0819     0.9776      10.2976       0.2510       9.9001
62    0.7954     0.2918     0.2614     0.2651     0.0819     0.9776      10.4615       0.2510      10.0626
63    0.7789     0.2920     0.2828     0.2651     0.0819     0.9776      10.6254       0.2510      10.2253
64    0.7214     0.2923     0.4260     0.2651     0.0819     0.9776      10.7901       0.2511      10.3870
65    0.8183     0.2927     0.6647     0.2651     0.0819     0.9776      10.9538       0.2511      10.5492
66    0.8328     0.2929     0.3168     0.2651     0.0819     0.9776      11.1177       0.2511      10.7116
67    0.8209     0.2931     0.2319     0.2650     0.0819     0.9776      11.2817       0.2511      10.8739
68    0.8244     0.2934     0.4331     0.2650     0.0819     0.9776      11.4467       0.2512      11.0364
69    0.7262     0.2938     0.6772     0.2650     0.0819     0.9776      11.6105       0.2512      11.1987
70    0.6718     0.2940     0.2461     0.2650     0.0819     0.9776      11.7745       0.2512      11.3611
71    0.6805     0.2941     0.2233     0.2650     0.0819     0.9776      11.9386       0.2512      11.5234
72    0.6447     0.2944     0.4064     0.2650     0.0819     0.9776      12.1034       0.2512      11.6861
73    0.6438     0.2947     0.4884     0.2650     0.0819     0.9777      12.2668       0.2513      11.8478
74    0.6252     0.2950     0.3448     0.2650     0.0819     0.9777      12.4306       0.2513      12.0100
75    0.5899     0.2951     0.2171     0.2650     0.0819     0.9776      12.5952       0.2513      12.1725
76    0.5647     0.2953     0.3407     0.2649     0.0819     0.9777      12.7662       0.2513      12.3350
77    0.5493     0.2957     0.5747     0.2649     0.0819     0.9777      12.9299       0.2514      12.4964
78    0.5564     0.2959     0.2828     0.2649     0.0819     0.9777      13.0940       0.2514      12.6600
79    0.5497     0.2961     0.1988     0.2649     0.0819     0.9777      13.2580       0.2514      12.8212
80    0.5292     0.2963     0.3128     0.2649     0.0819     0.9777      13.4241       0.2514      12.9857
81    0.5384     0.2966     0.5278     0.2649     0.0819     0.9777      13.5876       0.2515      13.1470
82    0.5822     0.2968     0.2884     0.2649     0.0819     0.9777      13.7521       0.2515      13.3103
83    0.5892     0.2970     0.2070     0.2649     0.0819     0.9776      13.9159       0.2515      13.4724
84    0.5487     0.2972     0.2981     0.2649     0.0819     0.9776      14.0809       0.2515      13.6346
85    0.5442     0.2975     0.5721     0.2648     0.0820     0.9776      14.2449       0.2516      13.7972
86    0.5514     0.2977     0.2053     0.2648     0.0820     0.9776      14.4085       0.2516      13.9596
87    0.5224     0.2978     0.2208     0.2648     0.0820     0.9776      14.5723       0.2516      14.1214
88    0.5116     0.2980     0.2138     0.2648     0.0820     0.9776      14.7375       0.2516      14.2838
89    0.5149     0.2983     0.4587     0.2648     0.0820     0.9776      14.9012       0.2517      14.4463
90    0.5165     0.2985     0.3291     0.2648     0.0820     0.9776      15.0647       0.2517      14.6083
91    0.5022     0.2986     0.1657     0.2648     0.0820     0.9776      15.2290       0.2517      14.7708
92    0.4903     0.2988     0.2896     0.2648     0.0820     0.9777      15.3938       0.2517      14.9334
93    0.4875     0.2991     0.5112     0.2647     0.0820     0.9777      15.5576       0.2517      15.0951
94    0.5045     0.2992     0.1551     0.2647     0.0820     0.9777      15.7218       0.2518      15.2585
95    0.5519     0.2994     0.1994     0.2647     0.0820     0.9777      15.8855       0.2518      15.4203
96    0.5335     0.2995     0.2321     0.2647     0.0820     0.9777      16.0504       0.2518      15.5828
97    0.5275     0.2998     0.3901     0.2647     0.0820     0.9777      16.2138       0.2518      15.7445
98    0.5313     0.3000     0.2846     0.2647     0.0820     0.9777      16.3778       0.2519      15.9070
99    0.4999     0.3001     0.1735     0.2647     0.0820     0.9777      16.5414       0.2519      16.0695
100    0.4588     0.3003     0.2381     0.2647     0.0820     0.9777      16.7076       0.2519      16.2311
101    0.4890     0.3005     0.4285     0.2647     0.0820     0.9777      16.8714       0.2519      16.3942
102    0.4989     0.3007     0.2263     0.2647     0.0820     0.9777      17.0349       0.2520      16.5558
103    0.4843     0.3008     0.1621     0.2646     0.0820     0.9777      17.1988       0.2520      16.7181
104    0.4964     0.3010     0.2246     0.2646     0.0820     0.9777      17.3640       0.2520      16.8804
105    0.4525     0.3012     0.4277     0.2646     0.0820     0.9777      17.5277       0.2520      17.0427
106    0.4414     0.3014     0.1786     0.2646     0.0820     0.9777      17.6914       0.2521      17.2053
107    0.4458     0.3015     0.1880     0.2646     0.0820     0.9777      17.8545       0.2521      17.3672
108    0.4427     0.3016     0.1899     0.2646     0.0820     0.9776      18.0196       0.2521      17.5286
109    0.4151     0.3019     0.4384     0.2646     0.0821     0.9777      18.1840       0.2521      17.6921
110    0.4351     0.3020     0.1914     0.2646     0.0821     0.9776      18.3471       0.2522      17.8539
111    0.4184     0.3021     0.1288     0.2646     0.0821     0.9776      18.5107       0.2522      18.0156
112    0.4122     0.3023     0.2390     0.2645     0.0821     0.9776      18.6758       0.2522      18.1780
113    0.4413     0.3025     0.3840     0.2645     0.0821     0.9776      18.8393       0.2522      18.3402
114    0.4593     0.3026     0.1527     0.2645     0.0821     0.9776      19.0032       0.2523      18.5026
115    0.4486     0.3027     0.1327     0.2645     0.0821     0.9776      19.1668       0.2523      18.6649
116    0.4499     0.3029     0.2001     0.2645     0.0821     0.9776      19.3305       0.2523      18.8268
117    0.4304     0.3030     0.2669     0.2645     0.0821     0.9777      19.4940       0.2523      18.9883
118    0.3995     0.3032     0.2033     0.2645     0.0821     0.9776      19.6582       0.2523      19.1516
119    0.3908     0.3033     0.1414     0.2645     0.0821     0.9776      19.8219       0.2524      19.3132
120    0.4210     0.3034     0.1995     0.2645     0.0821     0.9776      19.9871       0.2524      19.4763
121    0.4142     0.3036     0.2928     0.2645     0.0821     0.9777      20.1505       0.2524      19.6380
122    0.4204     0.3038     0.2292     0.2645     0.0821     0.9777      20.3145       0.2524      19.8005
123    0.3715     0.3038     0.1342     0.2644     0.0821     0.9777      20.4785       0.2525      19.9627
124    0.3818     0.3039     0.1362     0.2644     0.0821     0.9777      20.6456       0.2544      20.1253
125    0.3883     0.3042     0.3776     0.2644     0.0821     0.9777      20.8094       0.2544      20.2877
