-1,0.0652575
1,0.993337
-1,0.0114295
-1,0.00661809
-1,0.0469026
-1,0.0112597
-1,0.159107
1,0.981816
1,0.998776
-1,0.00666216
1,0.988855
1,0.921263
1,0.674892
1,0.999411
-1,0.00675067
-1,0.111212
1,0.999336
1,0.914108
-1,0.000682489
-1,0.0938562
1,0.982305
1,0.998156
1,0.969962
-1,0.0507338
1,0.99936
-1,0.00868799
1,0.998507
1,0.998885
1,0.999238
1,0.999368
-1,0.000394589
-1,0.0669638
-1,0.0067491
1,0.998986
1,0.989606
1,0.999423
1,0.999627
1,0.951222
1,0.99912
1,0.999422
1,0.99915
-1,0.0369356
-1,0.268356
-1,0.086561
-1,0.00774567
-1,0.21184
-1,0.000857422
1,0.98143
1,0.978377
-1,0.0472821
-1,0.0226317
1,0.987845
1,0.999181
1,0.997475
-1,0.0985562
1,0.667575
1,0.999588
-1,0.0808546
1,0.999045
1,0.999148
1,0.993039
-1,0.000135964
1,0.989026
1,0.99922
1,0.999533
1,0.957698
-1,0.00390147
1,0.639873
-1,0.00147936
1,0.999307
1,0.999634
1,0.828585
-1,0.0931011
1,0.995848
-1,0.00101227
-1,0.0871325
1,0.959992
1,0.999595
-1,0.0657918
1,0.937963
1,0.926714
-1,0.0397302
1,0.999145
1,0.999287
-1,0.103049
1,0.99309
1,0.572014
-1,0.203643
-1,0.00532029
1,0.955195
-1,0.185614
1,0.99133
1,0.960039
-1,0.0101085
1,0.999158
-1,0.10667
1,0.69513
1,0.999256
1,0.999305
1,0.991773
1,0.853119
1,0.999291
-1,0.000802871
-1,0.000183889
-1,0.00044087
-1,0.00504046
1,0.988929
-1,0.00802136
1,0.913222
1,0.999575
-1,0.127695
1,0.999176
-1,0.00668171
1,0.984596
1,0.977816
-1,0.647856
1,0.99771
-1,0.0391815
1,0.993116
1,0.999399
-1,0.000570742
-1,0.00671933
-1,0.103441
-1,0.193197
1,0.999632
-1,0.170942
1,0.99966
1,0.998915
1,0.94666
1,0.991784
1,0.999493
1,0.999173
1,0.914126
-1,0.0597462
1,0.998989
1,0.993687
1,0.999209
1,0.999348
1,0.304399
-1,0.00375063
-1,0.00183147
-1,0.0801134
1,0.96519
1,0.989241
1,0.992909
-1,0.000730546
1,0.990404
-1,0.0274605
1,0.967291
1,0.999565
-1,0.00833402
-1,0.00661481
1,0.999257
1,0.994165
-1,0.0665888
1,0.999183
1,0.998428
-1,0.169322
1,0.990375
1,0.999683
1,0.999118
-1,0.00348407
1,0.999652
-1,0.00665251
1,0.956414
1,0.996523
-1,0.0148401
-1,0.000231818
-1,0.0024244
-1,0.00414584
-1,0.148524
1,0.999531
-1,0.00666403
1,0.951374
-1,0.000170609
1,0.915262
-1,0.0448653
1,0.999093
1,0.998191
-1,0.0146276
1,0.934189
-1,0.0397193
1,0.999447
1,0.981763
-1,0.000382678
-1,0.00257797
1,0.991308
-1,0.000169417
1,0.725048
1,0.998507
1,0.972967
1,0.333194
-1,0.177503
1,0.998869
-1,0.0361118
1,0.991524
-1,0.0430442
1,0.997741
1,0.997779
-1,0.000187052
-1,0.0152367
-1,0.159906
1,0.993448
1,0.782284
1,0.9698
1,0.992941
1,0.665709
1,0.866672
-1,0.026262
1,0.390112
-1,0.634671
1,0.99924
1,0.999607
-1,0.000172241
1,0.679509
1,0.999352
-1,0.0161448
1,0.999224
1,0.990636
1,0.990143
-1,0.228279
1,0.968606
1,0.99937
1,0.999195
1,0.999669
1,0.999684
-1,0.0925988
-1,0.109779
1,0.999293
1,0.998974
1,0.992793
-1,0.103841
1,0.999644
-1,0.0998586
-1,0.266026
-1,0.156917
1,0.99943
1,0.996533
1,0.914088
-1,0.0949308
1,0.996861
1,0.985813
1,0.999734
1,0.999232
1,0.846864
1,0.999631
1,0.92051
-1,0.00529336
1,0.999683
1,0.992117
-1,0.00409321
1,0.9547
1,0.980206
-1,0.0118463
1,0.999353
1,0.999548
-1,0.00112522
1,0.995906
1,0.464822
-1,0.000401935
1,0.999153
-1,0.0769977
1,0.988856
1,0.997749
-1,0.0416188
1,0.991667
1,0.999259
1,0.993368
1,0.999641
1,0.999355
1,0.999598
1,0.992407
1,0.994283
1,0.999639
-1,0.00569516
-1,0.0514044
1,0.71987
1,0.992459
-1,0.0312473
1,0.999325
-1,0.0017248
-1,0.0599233
-1,0.00552013
-1,0.11607
-1,0.000524395
1,0.999264
1,0.988304
-1,0.0942371
-1,0.0157821
