-1,0.00075308
-1,0.0108017
-1,0.000161592
-1,8.81306e-05
-1,6.99997e-07
-1,7.63309e-06
1,0.999285
-1,0.000625946
-1,2.12502e-05
1,0.999997
-1,0.00200274
1,0.999975
1,0.999955
-1,0.0238063
-1,5.2949e-05
1,0.999691
-1,2.78463e-05
-1,0.00816381
-1,0.000867135
-1,0.000371857
-1,0.00369404
1,0.999815
-1,0.00930508
1,0.999959
-1,0.000661447
-1,1.85537e-05
-1,0.000194618
-1,0.00210725
-1,8.24913e-06
1,0.999999
1,0.466931
-1,0.000209788
-1,2.53248e-05
-1,0.000199739
-1,0.00022103
-1,0.430387
-1,5.33637e-05
1,0.917429
-1,0.00040265
-1,0.000190225
-1,0.00148259
-1,6.57859e-05
-1,8.98645e-05
-1,0.000194977
-1,6.68171e-05
-1,0.000853372
1,0.999982
-1,0.0007557
-1,0.000642061
-1,0.206972
-1,1.8524e-05
-1,0.000230865
1,0.999983
1,0.999982
-1,0.000180929
1,0.9564
-1,0.00425289
-1,1.20133e-06
1,0.999506
-1,1.08457e-05
1,1
1,0.997939
-1,9.3374e-05
-1,1.13061e-06
-1,6.31758e-05
-1,9.72651e-05
1,0.999997
-1,0.000269723
-1,0.000288386
1,0.98584
1,1
1,0.988791
-1,0.0033107
1,0.999767
1,1
-1,0.000115366
1,0.999452
-1,0.00379727
1,0.999983
1,0.998456
-1,0.000106717
-1,0.0066776
-1,7.43877e-05
-1,0.000109731
-1,4.96134e-05
-1,1.77638e-06
-1,0.000234002
1,0.999806
1,1
1,1
-1,1.75649e-05
-1,0.00376162
-1,1.75482e-05
1,0.999995
-1,2.25248e-05
1,0.999982
-1,1.56446e-07
1,0.988722
1,0.980748
-1,0.0481852
-1,0.00121002
-1,0.000172408
-1,6.62905e-05
1,0.999815
-1,0.000786747
-1,0.000160335
-1,0.00031289
-1,0.00015029
-1,8.43934e-05
1,0.997717
-1,0.000791553
-1,0.000656428
1,1
-1,3.26809e-05
-1,1.6006e-06
-1,0.11626
-1,0.00210046
-1,5.26493e-05
-1,0.00153133
-1,6.11094e-05
1,0.999982
-1,0.000254797
-1,0.000165101
1,0.999996
-1,1.62039e-05
-1,0.00015098
-1,4.39194e-06
-1,0.000257416
1,0.999972
1,0.999815
1,0.8739
-1,0.000569359
-1,0.000605122
1,0.871104
1,0.99994
-1,0.000130483
-1,0.000965386
-1,0.000958104
-1,7.53868e-07
-1,0.00508543
-1,0.000251625
1,0.89775
1,1
1,0.999896
1,0.999856
-1,0.00160591
-1,0.00266046
1,0.999878
-1,0.000136792
1,1
-1,0.000310966
1,0.999982
-1,0.0387668
-1,0.000128513
-1,0.000159272
-1,0.000292858
1,0.999806
-1,0.000105168
-1,0.00124057
-1,0.000376838
1,0.85248
-1,0.000139266
-1,0.000427204
1,0.999374
1,0.999999
-1,0.00323138
-1,0.000140233
-1,0.00259572
-1,0.000251789
1,0.998895
-1,0.000384945
-1,1.07031e-05
1,1
-1,0.000257765
-1,0.000110239
1,0.999999
-1,5.89675e-05
-1,0.000956463
-1,4.83688e-05
1,0.999805
-1,0.00585256
-1,0.000167362
-1,0.000105381
-1,0.000115848
-1,0.00192387
-1,0.00138968
-1,1.3173e-05
1,0.999389
-1,2.31178e-05
1,0.999933
-1,0.179668
1,0.999939
-1,3.96153e-05
1,0.999915
-1,0.00032329
-1,0.000358717
-1,0.00260874
-1,0.0182047
-1,1.15086e-07
1,0.999917
-1,0.000461073
-1,0.000215688
-1,0.000486721
1,0.992226
-1,0.00338749
-1,0.00070229
-1,1.65759e-07
1,0.999809
-1,0.00138114
1,1
-1,0.00100682
1,0.999982
-1,0.000211997
-1,2.85667e-05
-1,0.000630203
1,0.999859
-1,0.000503822
-1,0.000138678
-1,0.00425564
-1,0.000598039
1,0.999997
1,0.999805
-1,1.75334e-05
1,0.999979
-1,0.00123286
-1,1.74916e-05
-1,0.000974634
-1,9.76716e-05
-1,0.00620154
1,0.818
-1,0.000232111
-1,7.49203e-05
-1,0.00140718
-1,0.00017602
1,0.998587
-1,0.000267648
-1,0.000126238
-1,4.62221e-05
-1,0.000211344
-1,9.81786e-07
-1,0.00212063
-1,0.00182487
-1,2.94087e-05
1,0.999806
-1,0.00566503
-1,5.80339e-06
1,1
-1,0.000165778
-1,0.00322186
-1,0.000524868
1,0.999999
1,1
-1,0.000420554
-1,0.0144108
-1,3.47112e-05
1,0.999995
1,0.171424
-1,0.000148458
-1,0.000150792
1,0.999556
1,0.999816
1,0.99818
-1,0.000976993
-1,8.97778e-05
-1,1.48783e-06
1,1
1,0.999996
-1,1.99791e-06
-1,1.93535e-05
-1,0.00142943
-1,6.11853e-05
1,0.999936
-1,5.70301e-05
1,1
-1,0.00207063
-1,2.04378e-05
-1,0.00699361
-1,2.43332e-05
-1,0.000394456
-1,0.000421866
1,0.999983
-1,0.0015363
1,0.999999
-1,0.000460141
-1,1.72043e-05
-1,0.000405912
-1,0.00378754
-1,0.000212224
-1,7.86218e-05
-1,0.00504273
-1,0.00450192
-1,0.000196153
-1,0.00105628
1,0.802236
-1,0.00159686
1,0.999549
-1,0.000381931
1,1
1,0.999657
-1,0.00117813
-1,0.000725279
1,0.999806
-1,0.000133306
-1,2.03157e-05
-1,0.000199741
-1,4.72256e-05
-1,0.246702
-1,0.000605144
-1,0.000120924
-1,5.99978e-05
-1,0.000176747
-1,0.0249239
-1,0.000119346
1,0.999983
1,0.995441
-1,0.00141737
-1,0.000235779
-1,6.36948e-05
-1,0.000369598
-1,0.000313243
1,0.999994
1,0.999972
-1,0.00013649
-1,1.36235e-05
1,1
-1,0.000597198
1,0.984142
-1,0.000537483
